Headline,Timestamp,Ticker,Date
Analyst Says Apple's App Store Spending Is Likely To Slow In 2019,2019-01-24 12:45:00-05:00,GOOGL,2019-01-24
"Google Signs Long-term Agreement To Purchase The Output Of A 10-megawatt Solar Array In Tainan City, Taiwan",2019-01-23 04:08:00-05:00,GOOGL,2019-01-23
"'Elliott Thinks Walmart, Google And Private Equity Could Be Interested In Buying Ebay's Core Marketplace Business For About $15 Billion' -CNBC",2019-01-22 15:58:00-05:00,GOOGL,2019-01-22
Waymo Looks To The Motor City For Autonomous Vehicle Plant,2019-01-22 15:40:00-05:00,GOOGL,2019-01-22
Pivotal Makes No Changes To Google Model As Big Brands Flock Back To YouTube,2019-01-22 15:04:00-05:00,GOOGL,2019-01-22
Google Buys Smartwatch Tech And Know-How From Fossil,2019-01-17 15:03:00-05:00,GOOGL,2019-01-17
"The EU is Preparing a Third Antitrust Fine for Google's Adsense, According to Bloomberg",2019-01-17 08:49:00-05:00,GOOGL,2019-01-17
"Alphabet, McDonald's, Netflix, Xilinx: 'Fast Money' Picks For January 16",2019-01-16 07:41:00-05:00,GOOGL,2019-01-16
"UPDATE: Global Equities' Chowdhry Warns Could Take Another 2 Qtrs. For Amazon's AWS, Microsoft's Azure, Google's GCP To Clean Their Workloads From Crypto Miners Abuse",2019-01-14 13:30:00-05:00,GOOGL,2019-01-14
"UPDATE: Global Equities' Chowdhry Sees Recent Crackdown On Crypto Miners As Creating A Temporary Compute Overcapacity In The 'Super Cloud' Cos., Sees Intel Datacenter Business Experiencing Temporary Issues",2019-01-14 13:29:00-05:00,GOOGL,2019-01-14
'Google employees are launching a social media blitz to pressure tech giants on workplace harassment issues' -Recode,2019-01-14 09:24:00-05:00,GOOGL,2019-01-14
"BofA Upgrades Twitter After Internet User Survey, Finds Falling Snapchat Usage",2019-01-10 17:44:00-05:00,GOOGL,2019-01-11
"Alphabet, Inc. Board Sued On Thursday In California State Court By Shareholder; Lawsuit Alleges Board Breached Fiduciary Duty By Covering Up Sexual Misconduct By Top Execs, Cites Meeting Minutes From 2024-2016",2019-01-10 16:27:00-05:00,GOOGL,2019-01-11
Morgan Stanley Posts Negative Yelp Review: 'We Question The Sustainability Of This Pricing Umbrella',2019-01-10 09:10:00-05:00,GOOGL,2019-01-10
EU Court Adviser Says Google Can Limit Right to be Forgotten to EU,2019-01-10 04:16:00-05:00,GOOGL,2019-01-10
Fintech APIs Consolidate As Plaid Buys Quovo In $200M Deal,2019-01-09 08:12:00-05:00,GOOGL,2019-01-09
"As Sports Broadcasters See Some Viewers Return, Experts Predict Another Year Of Streaming Transition",2019-01-07 15:49:00-05:00,GOOGL,2019-01-07
"Pivotal Forecasts Good Year For Online Ads, Upgrades Adobe, Alphabet, Salesforce",2019-01-07 13:36:00-05:00,GOOGL,2019-01-07
Google Announces Launch Of Smart Displays For Google Assistant,2019-01-07 11:56:00-05:00,GOOGL,2019-01-07
10 Biggest Price Target Changes For Monday,2019-01-07 10:07:00-05:00,GOOGL,2019-01-07
"Benzinga's Top Upgrades, Downgrades For January 7, 2019",2019-01-07 08:59:00-05:00,GOOGL,2019-01-07
"Pivotal Research Upgrades Alphabet to Buy, Raises Price Target to $1.24K",2019-01-07 06:57:00-05:00,GOOGL,2019-01-07
"Benzinga's Bulls & Bears Of The Week: Amazon, CBS, Intel, Nike, Tesla And More",2019-01-06 09:27:00-05:00,GOOGL,2019-01-06
Google  Expects Google Assistant To Be On 1 Billion Devices By The End Of January,2019-01-04 12:05:00-05:00,GOOGL,2019-01-04
Robert Kricheff Discusses Changing Valuation Models In New Book 'That Doesn't Work Anymore',2019-01-04 11:30:00-05:00,GOOGL,2019-01-04
RBC's Mahaney: Tech 'Reckoning' Already Occurred,2019-01-04 10:03:00-05:00,GOOGL,2019-01-04
"Goldman Sees Amazon, Alphabet, PayPal, GrubHub, Netflix As Best Risk/Reward In US Internet Space, Sees Spotify, Twitter As Stocks Which Offer Most Upside From Current Levels",2019-01-04 06:24:00-05:00,GOOGL,2019-01-04
"Alphabet's Verily Life Sciences Unit Reports $1B Investment Round Led By Silver Lake To Advance Plans On Business Strategies Which Are Additive, Complementary To Its Current Life Sciences Portfolio",2019-01-03 16:33:00-05:00,GOOGL,2019-01-04
Canaccord Genuity Upgrades Alphabet to Buy,2019-01-03 09:43:00-05:00,GOOGL,2019-01-03
"Immersion Reports Deal With Google To Develop Next-Gen Haptic Devices, No Terms Disclosed",2019-01-03 08:32:00-05:00,GOOGL,2019-01-03
Tech stocks shares are trading lower after Apple cut Q1 sales guidance drastically.,2019-01-02 16:44:00-05:00,GOOGL,2019-01-03
"Benzinga's Bulls & Bears Of The Week: Amazon, Apple, Disney, Facebook, GM And More",2018-12-30 15:39:00-05:00,GOOGL,2018-12-30
12 Tech Trends To Watch Over The Next 12 Months,2018-12-28 14:00:00-05:00,GOOGL,2018-12-28
"The Year In Cryptocurrency: Bitcoin's Burst, Hackers, Rejections, Regulations And More",2018-12-27 14:30:00-05:00,GOOGL,2018-12-27
"Stocks across sectors are trading lower, reversing course after strong gains on Wednesday.",2018-12-27 12:16:00-05:00,GOOGL,2018-12-27
"In The December Bloodbath, These Hidden Factors Might Be Prompting Traders To Buy",2018-12-27 10:14:00-05:00,GOOGL,2018-12-27
'Why Alphabet Will Make a Big Acquisition to Help Google Cloud -The Information,2018-12-26 10:06:00-05:00,GOOGL,2018-12-26
Holiday Cheer Hard To Find Following Wall Street's Worst Week In A Decade,2018-12-24 09:39:00-05:00,GOOGL,2018-12-24
Losing Its FAANG: Market Struggles In 2018 As Tech Rally Slows,2018-12-23 09:35:00-05:00,GOOGL,2018-12-23
"Barron's Picks And Pans: Unicorns, European Treasures, Health Care Bargains And More",2018-12-23 09:25:00-05:00,GOOGL,2018-12-23
Hearing Dealreporter Says Atlassian Is Being Speculated As A Potential Google Target; Unconfirmed,2018-12-20 15:57:00-05:00,GOOGL,2018-12-20
Twitter Sinks After Citron Calls It 'The Harvey Weinstein Of Social Media',2018-12-20 11:20:00-05:00,GOOGL,2018-12-20
"Facebook Takes Heat From NAACP, Muslim Advocates And Trump",2018-12-18 11:20:00-05:00,GOOGL,2018-12-18
"Trump Tweet: Facebook, Twitter and Google are so biased toward the Dems it is ridiculous! Twitter, in fact, has made it much more difficult for people to join @realDonaldTrump. They have removed many names & greatly slowed the level and speed of increase. They have acknowledged-done NOTHING!",2018-12-18 07:33:00-05:00,GOOGL,2018-12-18
"'Google's Secret China Project ""Effectively Ended"" After Internal Confrontation' -The Intercept",2018-12-17 12:38:00-05:00,GOOGL,2018-12-17
Will Oracle Earnings Put Analyst Cloud Concerns to Rest?,2018-12-17 11:54:00-05:00,GOOGL,2018-12-17
Why The Chinese Market Is Attractive To Google,2018-12-13 17:02:00-05:00,GOOGL,2018-12-14
"Google, Facebook Push Back on Vietnam's Sweeping Cyber Laws",2018-12-13 04:48:00-05:00,GOOGL,2018-12-13
MediaTek Collaborates with Google to Bring AR and Lens Visual Search Experiences to Mid-Range Smartphones,2018-12-13 04:47:00-05:00,GOOGL,2018-12-13
Google Announces Partnership in India to Use AI To Improve Diabetic Eye Disease Screening,2018-12-13 04:43:00-05:00,GOOGL,2018-12-13
"Red Hat Shares Volatile Here As Traders Circulate 'IBM's $34 billion Red Hat acquisition came after deal talks with Microsoft, Google and Amazon, sources say' -Business Insider",2018-12-12 12:16:00-05:00,GOOGL,2018-12-12
Google Considering Steps to Open Representative Office in Vietnam,2018-12-12 04:37:00-05:00,GOOGL,2018-12-12
"Google CEO Sundar Pichai Addresses Search Bias, Data Security In Capitol Hill Testimony",2018-12-11 14:29:00-05:00,GOOGL,2018-12-11
"Google CEO Sundar Pichai, Giving Testimony In Front Of Senate Judiciary Committee, Says Co. Has No Plans To Launch In China",2018-12-11 11:13:00-05:00,GOOGL,2018-12-11
Google Shares Up 0.9% As CEO Sundar Pichai Currently Giving Testimony Before House Judiciary Committee,2018-12-11 10:40:00-05:00,GOOGL,2018-12-11
Most FAANG Stocks Are In Bear Territory — But Still A Good Bet For Long-Term Investors,2018-12-10 16:13:00-05:00,GOOGL,2018-12-11
Google Issues Statement Highlighting Bug Impacted ~52.5M Users Using Google+ API; Bug Was Fixed Within A Week Of Being Introduced,2018-12-10 12:39:00-05:00,GOOGL,2018-12-10
Australian Competition & Consumer Commisssion Report Includes Proposal To Prevent Google's Search Engine Being Installed As A Default Search Engine On Internet Browsers,2018-12-09 17:24:00-05:00,GOOGL,2018-12-10
'Google and Tencent Secretly Explore Cloud-Computing Cooperation' -The Information,2018-12-07 10:09:00-05:00,GOOGL,2018-12-07
3 Reasons To Like Alphabet's Stock,2018-12-06 13:21:00-05:00,GOOGL,2018-12-06
"Benzinga's Top Upgrades, Downgrades For December 6, 2018",2018-12-06 09:15:00-05:00,GOOGL,2018-12-06
"Guggenheim Initiates Coverage On Alphabet with Buy Rating, Announces $1.33K Price Target",2018-12-06 07:52:00-05:00,GOOGL,2018-12-06
France's Finance Minister Says France will Tax Companies Like Google and Facebook if No EU Agreement,2018-12-06 04:13:00-05:00,GOOGL,2018-12-06
"Apple to Launch HomePod in China in 2019, Ahead of Google, Amazon Devices",2018-12-05 14:01:00-05:00,GOOGL,2018-12-05
A Bullish View On A New Sector ETF,2018-12-05 11:15:00-05:00,GOOGL,2018-12-05
"FreightTech 25: Waze's Contributors All Work Very Cheap, And They've Got A Winning Technology As A Result",2018-12-04 10:52:00-05:00,GOOGL,2018-12-04
Alphabet's Wing to Launch Drone Delivery in Finland in  Spring 2019,2018-12-04 06:26:00-05:00,GOOGL,2018-12-04
"EU To Review New Digital Tax Plan From France, Germany",2018-12-03 15:44:00-05:00,GOOGL,2018-12-03
Market Experts React To G20 Summit,2018-12-03 14:34:00-05:00,GOOGL,2018-12-03
How Google Is Driving Apple Services Revenue Growth,2018-11-30 15:51:00-05:00,GOOGL,2018-11-30
'White House to Hold Roundtable With Tech Executives' -WSJ,2018-11-29 12:36:00-05:00,GOOGL,2018-11-29
US House Judiciary Committee To Hold Dec. 5 Hearing With Google CEO Pichai On Social Media Practices,2018-11-28 10:58:00-05:00,GOOGL,2018-11-28
Google CEO Sundar Pichai Ready to Testify Before Congress in December,2018-11-28 04:32:00-05:00,GOOGL,2018-11-28
Analyst: FANG Stocks Growth Fundamentals Remain Relatively Strong,2018-11-27 17:05:00-05:00,GOOGL,2018-11-28
YouTube Unit Of Alphabet Inc's Google Says Aims To Make All Future Original Programming Ad-Supported; Say Strategy Shift Follows Global User And Advertiser Demand,2018-11-27 15:38:00-05:00,GOOGL,2018-11-27
Waymo Says Deborah Hersman Will Join Co. As Chief Safety Officer And Amee Chande Will Join As Chief Commercial Officer,2018-11-27 11:29:00-05:00,GOOGL,2018-11-27
Insider Response To Tech's Volatile Autumn,2018-11-27 11:01:00-05:00,GOOGL,2018-11-27
Upbeat Sentiment On Retail Wanes After Trump Comments On Trade,2018-11-27 10:44:00-05:00,GOOGL,2018-11-27
Some Google Employees Calling On The Company To Cancel Project Dragonfly,2018-11-27 09:23:00-05:00,GOOGL,2018-11-27
KeyBanc Sees 'Significant Runway' For AMD In Cloud Data Processors,2018-11-26 15:05:00-05:00,GOOGL,2018-11-26
A Black Friday Recap: Holiday Season 'Off To A Mixed Start',2018-11-26 12:38:00-05:00,GOOGL,2018-11-26
5 Biggest Price Target Changes For Monday,2018-11-26 09:44:00-05:00,GOOGL,2018-11-26
A Russian Communications Watchdog Has Opened An Administrative Case Against Google,2018-11-26 07:40:00-05:00,GOOGL,2018-11-26
Russia Plans Fines of 1% of Russian Revenue for Tech Firms That Break Rule,2018-11-26 04:14:00-05:00,GOOGL,2018-11-26
Google Says Supporting the EU Parliamentary Elections,2018-11-22 18:31:00-05:00,GOOGL,2018-11-23
A Perspective On The Recent Meltdown In FAANG Stocks,2018-11-21 11:32:00-05:00,GOOGL,2018-11-21
"The Daily Biotech Pulse: Mylan Recalls Blood Pressure Drug, Heat Biologics Offering, New Novelion CEO",2018-11-21 08:04:00-05:00,GOOGL,2018-11-21
iQIYI Partners with Google to Incorporate Google Widevine DRM into Multi-Digital Rights Management System,2018-11-21 04:10:00-05:00,GOOGL,2018-11-21
"Tech Shares, Retailer Earnings Roil Markets In Continuing Sell-Off",2018-11-20 10:38:00-05:00,GOOGL,2018-11-20
"Several tech and tech-related stocks moving lower despite no company-specific news; Move may be linked to reports Apple cut iPhone production orders, as well as sell off in the overall market.",2018-11-19 12:04:00-05:00,GOOGL,2018-11-19
"Pot Stocks, ETFs, Top News And Data From The Cannabis Industry This Week",2018-11-17 15:53:00-05:00,GOOGL,2018-11-17
Munster: There's Something 'Fundamentally Wrong' With Facebook,2018-11-16 15:07:00-05:00,GOOGL,2018-11-16
"'Google Cloud CEO Diane Greene is out, to be replaced by former Oracle exec Thomas Kurian' -CNBC",2018-11-16 12:46:00-05:00,GOOGL,2018-11-16
Loud And Clear: Sonos Boasts High Demand In Q4 Print,2018-11-16 10:56:00-05:00,GOOGL,2018-11-16
"Tablet Boom Fades As Smartphones, Sleek Laptops Take Over",2018-11-15 15:31:00-05:00,GOOGL,2018-11-15
"Rock Holdings To Buy Dictionary.com, Thesaurus.com From IAC/InterActiveCorp",2018-11-15 13:04:00-05:00,GOOGL,2018-11-15
"Q3 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolio",2018-11-15 11:23:00-05:00,GOOGL,2018-11-15
"Loup's Munster Calls Google 'the oxygen of the internet,' Says Believes In The Co. Because They Are Changing The World",2018-11-15 08:50:00-05:00,GOOGL,2018-11-15
"Loup's Munster On Alphabet/Google Notes Short-Term For Stock/Co. Will Be Up And Down Amid Questions About Data, Privacy, But Says For An Investor With Greater Than A 1-Year View, 'this is a great story to own'",2018-11-15 08:49:00-05:00,GOOGL,2018-11-15
Alphabet's Wing to Launch Drone Delivery in Australia in 2019,2018-11-15 04:38:00-05:00,GOOGL,2018-11-15
"Moderate Inflation, Positive Retail Earnings Offer Lift In Back-And-Forth Market",2018-11-14 10:28:00-05:00,GOOGL,2018-11-14
"UPDATE: JANA Partners 13F Shows Fund Liquidated Stakes In Alphabet, Facebook, Wells Fargo, Grubhub",2018-11-14 09:37:00-05:00,GOOGL,2018-11-14
Hearing Barclays Has Removed Google From  Top Pick List; Unconfirmed,2018-11-14 09:24:00-05:00,GOOGL,2018-11-14
"Morgan Stanley Maintains Overweight on Alphabet, Lowers Price Target to $1.5K",2018-11-14 07:45:00-05:00,GOOGL,2018-11-14
Startup Point Of Sale Operating System Poynt Raises $100M,2018-11-13 11:34:00-05:00,GOOGL,2018-11-13
"Day After Selloff, Earnings, Trade News Seem To Offer Lift",2018-11-13 10:30:00-05:00,GOOGL,2018-11-13
'A note to our employees' -Blog Post From Google CEO Sundar Pichai,2018-11-08 11:30:00-05:00,GOOGL,2018-11-08
Samsung Unveils New Screen Technology For Foldable Phones: Infinity Flex,2018-11-07 14:25:00-05:00,GOOGL,2018-11-07
Tune In To Livestream Presentations From Google's Android Developers Summit,2018-11-07 13:48:00-05:00,GOOGL,2018-11-07
Google At Conference Says Expect 'Foldable Products' From Several Android Device Makers; Says Working Closely With Samsung Electronics On Foldable Phone For Early 2019,2018-11-07 13:45:00-05:00,GOOGL,2018-11-07
OpenText Reports Partnership With Google Cloud For Enterprise Information Management On Google Cloud Platform,2018-11-07 09:03:00-05:00,GOOGL,2018-11-07
Long Wait Is Over: Election Day Dawns With Markets Under Light Pressure,2018-11-06 10:06:00-05:00,GOOGL,2018-11-06
Why Apple Will Likely Remain Sole Member Of $1 Trillion Club For A While,2018-11-04 13:58:00-05:00,GOOGL,2018-11-04
Google Confirms Its Top DC Lobbyist Susan Molnari Is Leaving As Head Of America's Policy But Will Remain At Company,2018-11-02 11:10:00-04:00,GOOGL,2018-11-02
'Google's top Washington lobbyist is leaving' -Axios,2018-11-02 10:55:00-04:00,GOOGL,2018-11-02
"JMP Securities Maintains Market Outperform on Alphabet, Lowers Price Target to $1.375K",2018-11-02 10:31:00-04:00,GOOGL,2018-11-02
Ethos Aims To Improve Life Insurance With $35M Funding Round,2018-11-01 13:07:00-04:00,GOOGL,2018-11-01
UPDATE: Google CEO Sundar Pichai Will Be Appearing At The Dealbook Conference Today at 3:40pm ET,2018-11-01 11:17:00-04:00,GOOGL,2018-11-01
Google Employees Currently Staging Walk Out In Protest Of Allegedly Lenient Corporate Response To Allegations Of Sexual Misconduct By Executives,2018-11-01 11:13:00-04:00,GOOGL,2018-11-01
Spotify Reports Partnership With Google For Spotify To Offer Google Home Mini Speakers To Family Plan Master Account Holders In US During Holiday Season,2018-11-01 06:41:00-04:00,GOOGL,2018-11-01
Trick-Or-Treating With GM: Big Earnings Beat Could Help Provide A Halloween Lift,2018-10-31 10:06:00-04:00,GOOGL,2018-10-31
iRobot And Google Collaborate To Develop Smart Home,2018-10-31 09:04:00-04:00,GOOGL,2018-10-31
"'Red Hat gave Google and other buyers a chance to bid before IBM's $34 billion offer, sources say' -CNBC",2018-10-30 10:24:00-04:00,GOOGL,2018-10-30
Volkswagen CFO Says in Talks with Relevant Players in Autonomous Driving; Sees Google's Waymo as Leader,2018-10-30 04:38:00-04:00,GOOGL,2018-10-30
"CNBC ‏Tweet: Red Hat gave Google and other buyers a chance to bid before IBM's $34 billion offer, sources say",2018-10-29 20:35:00-04:00,GOOGL,2018-10-30
"Correction And Bounce: SPX Off 10% From Highs Intraday As Weak Earnings, Outlooks Crush Stocks",2018-10-29 10:50:00-04:00,GOOGL,2018-10-29
"IBM To Buy Red Hat In $34B Deal, IT Stocks Surge",2018-10-29 08:16:00-04:00,GOOGL,2018-10-29
"Barron's Picks And Pans: Bank Of America, Caterpillar, Sensata And More",2018-10-28 10:39:00-04:00,GOOGL,2018-10-28
Twitter Flies After Q3 Earnings; Analysts Weigh In On What To Do With The Stock,2018-10-26 15:42:00-04:00,GOOGL,2018-10-26
The Street Debates Alphabet's Q3: Buy The Dip Or Sell Into Weakness?,2018-10-26 13:44:00-04:00,GOOGL,2018-10-26
Gene Munster's 6 Takeaways From Alphabet's Q3,2018-10-26 12:01:00-04:00,GOOGL,2018-10-26
"Bank of America Maintains Buy on Alphabet, Lowers Price Target to $1,390",2018-10-26 10:27:00-04:00,GOOGL,2018-10-26
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Fri., Oct. 26, 2018",2018-10-26 10:16:00-04:00,GOOGL,2018-10-26
"Barclays Maintains Overweight on Alphabet, Lowers Price Target to $1.4K",2018-10-26 09:59:00-04:00,GOOGL,2018-10-26
"Stock Rally Looks Poised To Falter After Amazon, Alphabet Results Disappoint",2018-10-26 09:56:00-04:00,GOOGL,2018-10-26
"Canaccord Genuity Maintains Hold on Alphabet, Lowers Price Target to $1.14K",2018-10-26 09:52:00-04:00,GOOGL,2018-10-26
Alphabet shares are trading lower after Q3 sales of $33.74B missed the $34.03B analyst estimate.,2018-10-26 09:00:00-04:00,GOOGL,2018-10-26
"From Alphabet Inc. Conference Call; CFO Says Waymo Has Begun Charging Riders, Testing Pricing",2018-10-25 17:51:00-04:00,GOOGL,2018-10-26
"From Alphabet Inc. Conference Call; Co. Says Google Cloud To Add ING, Broadcom As Customers",2018-10-25 17:48:00-04:00,GOOGL,2018-10-26
"'How Google Protected Andy Rubin, the 'Father of Android'' -NY Times Earlier",2018-10-25 17:14:00-04:00,GOOGL,2018-10-26
"Google Q3 EPS $13.06 Beats $10.46 Estimate, Sales $33.74B Miss $34.03B Estimate",2018-10-25 16:03:00-04:00,GOOGL,2018-10-26
Alphabet Inc. To Report Q3 Earnings After The Closing Bell; Co. Historically Issues Its Report At Or Before 4:05 p.m. ET,2018-10-25 15:21:00-04:00,GOOGL,2018-10-25
"Loup Ventures Finds Phoneless Experiment Freeing, Frustrating",2018-10-25 13:16:00-04:00,GOOGL,2018-10-25
Alphabet Kicks Off EU Appeals Ahead Of Third Quarter Earnings,2018-10-25 10:57:00-04:00,GOOGL,2018-10-25
"Snapping Back, But Can Rally Attempt Last? Strong Earnings Might Power Market",2018-10-25 09:55:00-04:00,GOOGL,2018-10-25
UPDATE: Volkswagen Said to be in Talks With Waymo About Partnering on Mobility Service in Europe,2018-10-25 06:15:00-04:00,GOOGL,2018-10-25
"15 Stocks To Watch For October 25, 2018",2018-10-25 05:11:00-04:00,GOOGL,2018-10-25
"Earnings Scheduled For October 25, 2018",2018-10-25 04:48:00-04:00,GOOGL,2018-10-25
Facebook And Google Seek Assurance From UK About Impact Of Brexit Deal,2018-10-24 18:03:00-04:00,GOOGL,2018-10-25
"Apple's Tim Cook Takes On Silicon Valley, Bloomberg",2018-10-24 12:17:00-04:00,GOOGL,2018-10-24
Two US Senate Democrats Say Google+ Data Exposures Raise 'Serious Questions' About Whether Alphabet Inc. Violated 2011 FTC Consent Decree,2018-10-24 10:17:00-04:00,GOOGL,2018-10-24
UPDATE: 'Google is talking with Xilinx about integrating its chips into its data center' -The Information,2018-10-24 10:08:00-04:00,GOOGL,2018-10-24
"'Making it easier to control your data, directly in Google products' -Google Search Blogpost",2018-10-24 09:22:00-04:00,GOOGL,2018-10-24
Podcast: FAANG Stocks In The Spotlight As Earnings Season Trudges Along,2018-10-23 14:57:00-04:00,GOOGL,2018-10-23
Why It Might Be Time To Buy The Dip In Tech ETFs,2018-10-23 14:52:00-04:00,GOOGL,2018-10-23
Wall Street Starts The Day In Risk-off Mood As Global Sentiment Weakens,2018-10-23 10:26:00-04:00,GOOGL,2018-10-23
"Benzinga's Week Ahead: Can Tech Earnings Restore The Rally? Amazon, Google To Report",2018-10-22 12:49:00-04:00,GOOGL,2018-10-22
"Aptoide Says Court Has Ruled Against Google, Will Order Google To Stop Removing Aptoide's App Store From Users' Phone; Aptoide Says Will Fil Suit For Damages Against Google Next Week",2018-10-22 12:21:00-04:00,GOOGL,2018-10-22
Upcoming Earnings: Telecom Giants Verizon And AT&T Report This Week,2018-10-22 11:58:00-04:00,GOOGL,2018-10-22
"Tug-of-War: Volatile October Continues As Bulls, Bears Duke It Out",2018-10-22 09:56:00-04:00,GOOGL,2018-10-22
"'Broadcasters such as Gannett spinoff company Tegna, Sinclair Broadcasting, Tribune and the station division of Disney's ABC are now creating shows specifically for Facebook and YouTube' -The Information",2018-10-19 10:33:00-04:00,GOOGL,2018-10-19
Wedbush's 7 Reasons To Like Alphabet,2018-10-18 11:57:00-04:00,GOOGL,2018-10-18
"As Pentagon Cloud Computing Bid Deadline Nears, Google Drops Out, IBM Protests",2018-10-18 10:21:00-04:00,GOOGL,2018-10-18
The 'Fab 5' Stocks — And Why They're So Important To The Rally,2018-10-18 09:50:00-04:00,GOOGL,2018-10-18
"Benzinga's Top Upgrades, Downgrades For October 18, 2018",2018-10-18 09:14:00-04:00,GOOGL,2018-10-18
"Wedbush Initiates Coverage On Alphabet with Outperform Rating, Announces $1.35K Price Target",2018-10-18 06:47:00-04:00,GOOGL,2018-10-18
'China's JD Will Launch Flagship U.S. Store on Google This Year' -Bloomberg,2018-10-18 06:29:00-04:00,GOOGL,2018-10-18
10 Companies Distancing Themselves From Saudi Arabia,2018-10-17 12:47:00-04:00,GOOGL,2018-10-17
YouTube Was Down For Many Users Tuesday Night,2018-10-16 22:20:00-04:00,GOOGL,2018-10-17
YouTube Is Down For Some Users,2018-10-16 21:34:00-04:00,GOOGL,2018-10-17
"Facebook Shares Up 0.8% After Hours Following Netflix Earnings, Subsequent Move Higher In NFLX; Amazon Up 1%, Apple Up 0.4%, Google Shares Unchanged",2018-10-16 16:23:00-04:00,GOOGL,2018-10-17
"Google Says It Will Charge Smartphone Makers Licensing Fees For Google Play, Gmail, YouTube And Other Apps In Europe; Says Licensing Fees Will Offset Revenue Lost As A Result Of Its Compliance Efforts With EU Antitrust Order",2018-10-16 12:33:00-04:00,GOOGL,2018-10-16
FANG Weakness Drags New Communication Services ETFs,2018-10-15 10:00:00-04:00,GOOGL,2018-10-15
Hearing Alphabet CEO Tell Senators That Censored Chinese Search Engine Could Provide 'Broad Benefits',2018-10-12 14:04:00-04:00,GOOGL,2018-10-12
"Shares of tech stocks moving higher as market rebounds from mid-week lows, strength could be related to rotation back into growth names; Netflix up 5.3%, NVIDIA up 5.8%, Salesforce Up 5.1%, PayPal Up 4.4%, Apple up 3.2%, VMWare up 3.0%.",2018-10-12 10:49:00-04:00,GOOGL,2018-10-12
Positive Vibes: Bank Results Shift Focus Back To Earnings as Overseas Stocks Rise,2018-10-12 09:56:00-04:00,GOOGL,2018-10-12
"Orange, Google Collaborate on New Submarine Cable Across the Atlantic Ocean",2018-10-12 06:08:00-04:00,GOOGL,2018-10-12
Huawei Technologies And Samsung Electronics Say Demand For Smartphones Look Sluggish Going Into Christmas Season,2018-10-11 15:12:00-04:00,GOOGL,2018-10-11
Infographic: Google Diversifies With Growing Non-Ad Revenue,2018-10-11 13:39:00-04:00,GOOGL,2018-10-11
"After Wednesday Wash-Out, Comeback Might Be In Store As Rates Ease, Data Support",2018-10-11 10:08:00-04:00,GOOGL,2018-10-11
Cannabis Production Consumes Less Energy Than McDonald's,2018-10-10 11:07:00-04:00,GOOGL,2018-10-10
On The Rate Watch: Yields Still Driving Action As Inflation Data Roll In,2018-10-10 09:46:00-04:00,GOOGL,2018-10-10
Google Says Has Filed Appeal In EU Court Against EU Antitrust Fine In Android Case,2018-10-09 13:56:00-04:00,GOOGL,2018-10-09
"DA Davidson Out Bullish On Yext, Trade Desk",2018-10-09 13:43:00-04:00,GOOGL,2018-10-09
From Google Product Launch Event: Unveils Pixel 3 Smartphone; BZ NOTE: The Launch/Unveiling Of Pixel 3 Was Something Investors Knew Would Happen Tues.,2018-10-09 11:20:00-04:00,GOOGL,2018-10-09
"Investors Seem To Be Fretting About Rising Yields, Global Economic Growth",2018-10-09 10:31:00-04:00,GOOGL,2018-10-09
REMINDER: Made By Google Pixel Phone Launch Event Today at 11am ET,2018-10-09 07:39:00-04:00,GOOGL,2018-10-09
Google Won't Pursue Pentagon Cloud Contract,2018-10-08 16:32:00-04:00,GOOGL,2018-10-09
"Google's Hardware Event: What To Look For, How To Watch",2018-10-08 15:44:00-04:00,GOOGL,2018-10-08
"'Some advertisers are moving half of their search budget from Google to Amazon, say ad industry sources' -CNBC, Citing Sources",2018-10-08 15:02:00-04:00,GOOGL,2018-10-08
Report: Google Tried To Cover Up A Data Breach,2018-10-08 14:17:00-04:00,GOOGL,2018-10-08
"Google Says Shutting Down Google+ For Consumers, Says Launching More Granular Google Account Permission That Will Show In Individual Dialog Boxes",2018-10-08 13:18:00-04:00,GOOGL,2018-10-08
"'Project Strobe: Protecting your data, improving our third-party APIs, and sunsetting consumer Google+' -Google Blog Post",2018-10-08 13:13:00-04:00,GOOGL,2018-10-08
"'Google Exposed User Data, Feared Repercussions of Disclosing to Public' -WSJ",2018-10-08 12:50:00-04:00,GOOGL,2018-10-08
Google Exposed Private Data Of At Least Hundreds Of Thousands Of Google+ Users To Potential Misuse; Google+ Social Network Users Were Exposed To Software Glitch Between 2015 And March 2018,2018-10-08 12:49:00-04:00,GOOGL,2018-10-08
What's Next For FANG Stocks After Recent Weakness?,2018-10-08 12:02:00-04:00,GOOGL,2018-10-08
"The Week Ahead: Google Unveils New Pixel Phones, Big Bank Earnings Begin",2018-10-08 10:49:00-04:00,GOOGL,2018-10-08
UK Court Blocked Attempt to Bring Legal Action against Google over iPhone Data Collection Claims,2018-10-08 06:12:00-04:00,GOOGL,2018-10-08
Elastic's IPO: What You Need To Know,2018-10-05 08:18:00-04:00,GOOGL,2018-10-05
Kabbage Co-Founder On Lending $1B While The Banks Were Closed: Expectations With Financial Services Is Changing,2018-10-04 08:08:00-04:00,GOOGL,2018-10-04
DoJ Could Investigate Google over Android OS,2018-10-04 04:24:00-04:00,GOOGL,2018-10-04
